MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población. Variación anual	2010	Gáldar	Total	68				
Población. Tasa de variación anual	2010	Gáldar	Total	0.28				
Población. Proporción	2010	Gáldar	Total	1.16				
Población	2009	Gáldar	Total	24405				
Población. Variación anual	2009	Gáldar	Total	454				
Población. Tasa de variación anual	2009	Gáldar	Total	1.9				
Población. Proporción	2009	Gáldar	Total	1.16				
Población	2008	Gáldar	Total	23951				
Población. Variación anual	2008	Gáldar	Total	175				
Población. Tasa de variación anual	2008	Gáldar	Total	0.74				
Población. Proporción	2008	Gáldar	Total	1.15				
Población	2007	Gáldar	Total	23776				
Población. Variación anual	2007	Gáldar	Total	323				
Población. Tasa de variación anual	2007	Gáldar	Total	1.38				
Población. Proporción	2007	Gáldar	Total	1.17				
Población	2006	Gáldar	Total	23453				
Población. Variación anual	2006	Gáldar	Total	252				
Población. Tasa de variación anual	2006	Gáldar	Total	1.09				
Población. Proporción	2006	Gáldar	Total	1.18				
Población	2005	Gáldar	Total	23201				
Población. Variación anual	2005	Gáldar	Total	209				
Población. Tasa de variación anual	2005	Gáldar	Total	0.91				
Población. Proporción	2005	Gáldar	Total	1.18				
Población	2004	Gáldar	Total	22992				
Población. Variación anual	2004	Gáldar	Total	229				
Población. Tasa de variación anual	2004	Gáldar	Total	1.01				
Población. Proporción	2004	Gáldar	Total	1.2				
Población	2003	Gáldar	Total	22763				
Población. Variación anual	2003	Gáldar	Total	86				
Población. Tasa de variación anual	2003	Gáldar	Total	0.38				
Población. Proporción	2003	Gáldar	Total	1.2				
Población	2002	Gáldar	Total	22677				
Población. Variación anual	2002	Gáldar	Total	342				
Población. Tasa de variación anual	2002	Gáldar	Total	1.53				
Población. Proporción	2002	Gáldar	Total	1.23				
Población	2001	Gáldar	Total	22335				
Población. Variación anual	2001	Gáldar	Total	44				
Población. Tasa de variación anual	2001	Gáldar	Total	0.2				
Población. Proporción	2001	Gáldar	Total	1.25				
Población	2000	Gáldar	Total	22291				
Población. Variación anual	2000	Gáldar	Total	71				
Población. Tasa de variación anual	2000	Gáldar	Total	0.32				
Población. Proporción	2000	Gáldar	Total	1.3				
Población	1999	Gáldar	Total	22220				
Población. Variación anual	1999	Gáldar	Total	233				
Población. Tasa de variación anual	1999	Gáldar	Total	1.06				
Población. Proporción	1999	Gáldar	Total	1.33				
Población	1998	Gáldar	Total	21987				
Población. Variación anual	1998	Gáldar	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Gáldar	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Gáldar	Total	1.35				
Población	1996	Gáldar	Total	21704				
Población. Variación anual	1996	Gáldar	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Gáldar	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Gáldar	Total	1.35				
Población	2021	Gáldar	Hombres	12247				
Población. Variación anual	2021	Gáldar	Hombres	82				
Población. Tasa de variación anual	2021	Gáldar	Hombres	0.67				
Población. Proporción	2021	Gáldar	Hombres	1.14				
Población	2020	Gáldar	Hombres	12165				
Población. Variación anual	2020	Gáldar	Hombres	66				
Población. Tasa de variación anual	2020	Gáldar	Hombres	0.55				
Población. Proporción	2020	Gáldar	Hombres	1.13				
Población	2019	Gáldar	Hombres	12099				
Población. Variación anual	2019	Gáldar	Hombres	-19				
Población. Tasa de variación anual	2019	Gáldar	Hombres	-0.16				
Población. Proporción	2019	Gáldar	Hombres	1.14				
Población	2018	Gáldar	Hombres	12118				
Población. Variación anual	2018	Gáldar	Hombres	-49				
Población. Tasa de variación anual	2018	Gáldar	Hombres	-0.4				
Población. Proporción	2018	Gáldar	Hombres	1.15				
Población	2017	Gáldar	Hombres	12167				
Población. Variación anual	2017	Gáldar	Hombres	-26				
Población. Tasa de variación anual	2017	Gáldar	Hombres	-0.21				
Población. Proporción	2017	Gáldar	Hombres	1.16				
Población	2016	Gáldar	Hombres	12193				
Población. Variación anual	2016	Gáldar	Hombres	28				
Población. Tasa de variación anual	2016	Gáldar	Hombres	0.23				
Población. Proporción	2016	Gáldar	Hombres	1.17				
Población	2015	Gáldar	Hombres	12165				
Población. Variación anual	2015	Gáldar	Hombres	29				
Población. Tasa de variación anual	2015	Gáldar	Hombres	0.24				
Población. Proporción	2015	Gáldar	Hombres	1.17				
Población	2014	Gáldar	Hombres	12136				
Población. Variación anual	2014	Gáldar	Hombres	-13				
Población. Tasa de variación anual	2014	Gáldar	Hombres	-0.11				
Población. Proporción	2014	Gáldar	Hombres	1.16				
Población	2013	Gáldar	Hombres	12149				
Población. Variación anual	2013	Gáldar	Hombres	-69				
Población. Tasa de variación anual	2013	Gáldar	Hombres	-0.56				
Población. Proporción	2013	Gáldar	Hombres	1.15				
Población	2012	Gáldar	Hombres	12218				
Población. Variación anual	2012	Gáldar	Hombres	-35				
Población. Tasa de variación anual	2012	Gáldar	Hombres	-0.29				
Población. Proporción	2012	Gáldar	Hombres	1.16				
Población	2011	Gáldar	Hombres	12253				
Población. Variación anual	2011	Gáldar	Hombres	-66				
Población. Tasa de variación anual	2011	Gáldar	Hombres	-0.54				
Población. Proporción	2011	Gáldar	Hombres	1.15				
Población	2010	Gáldar	Hombres	12319				
Población. Variación anual	2010	Gáldar	Hombres	34				
Población. Tasa de variación anual	2010	Gáldar	Hombres	0.28				
Población. Proporción	2010	Gáldar	Hombres	1.16				
Población	2009	Gáldar	Hombres	12285				
Población. Variación anual	2009	Gáldar	Hombres	258				
Población. Tasa de variación anual	2009	Gáldar	Hombres	2.15				
Población. Proporción	2009	Gáldar	Hombres	1.17				
Población	2008	Gáldar	Hombres	12027				
Población. Variación anual	2008	Gáldar	Hombres	68				
Población. Tasa de variación anual	2008	Gáldar	Hombres	0.57				
Población. Proporción	2008	Gáldar	Hombres	1.16				
Población	2007	Gáldar	Hombres	11959				
Población. Variación anual	2007	Gáldar	Hombres	157				
Población. Tasa de variación anual	2007	Gáldar	Hombres	1.33				
Población. Proporción	2007	Gáldar	Hombres	1.18				
Población	2006	Gáldar	Hombres	11802				
Población. Variación anual	2006	Gáldar	Hombres	144				
Población. Tasa de variación anual	2006	Gáldar	Hombres	1.24				
Población. Proporción	2006	Gáldar	Hombres	1.18				
Población	2005	Gáldar	Hombres	11658				
Población. Variación anual	2005	Gáldar	Hombres	122				
Población. Tasa de variación anual	2005	Gáldar	Hombres	1.06				
Población. Proporción	2005	Gáldar	Hombres	1.18				
Población	2004	Gáldar	Hombres	11536				
Población. Variación anual	2004	Gáldar	Hombres	111				
Población. Tasa de variación anual	2004	Gáldar	Hombres	0.97				
Población. Proporción	2004	Gáldar	Hombres	1.2				
Población	2003	Gáldar	Hombres	11425				
Población. Variación anual	2003	Gáldar	Hombres	36				
Población. Tasa de variación anual	2003	Gáldar	Hombres	0.32				
Población. Proporción	2003	Gáldar	Hombres	1.2				
Población	2002	Gáldar	Hombres	11389				
Población. Variación anual	2002	Gáldar	Hombres	181				
Población. Tasa de variación anual	2002	Gáldar	Hombres	1.61				
Población. Proporción	2002	Gáldar	Hombres	1.23				
Población	2001	Gáldar	Hombres	11208				
Población. Variación anual	2001	Gáldar	Hombres	34				
Población. Tasa de variación anual	2001	Gáldar	Hombres	0.3				
Población. Proporción	2001	Gáldar	Hombres	1.26				
Población	2000	Gáldar	Hombres	11174				
Población. Variación anual	2000	Gáldar	Hombres	31				
Población. Tasa de variación anual	2000	Gáldar	Hombres	0.28				
Población. Proporción	2000	Gáldar	Hombres	1.31				
Población	1999	Gáldar	Hombres	11143				
Población. Variación anual	1999	Gáldar	Hombres	117				
Población. Tasa de variación anual	1999	Gáldar	Hombres	1.06				
Población. Proporción	1999	Gáldar	Hombres	1.34				
Población	1998	Gáldar	Hombres	11026				
Población. Variación anual	1998	Gáldar	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Gáldar	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Gáldar	Hombres	1.36				
Población	1996	Gáldar	Hombres	10878				
Población. Variación anual	1996	Gáldar	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Gáldar	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Gáldar	Hombres	1.36				
Población	2021	Gáldar	Mujeres	12208				
Población. Variación anual	2021	Gáldar	Mujeres	3				
Población. Tasa de variación anual	2021	Gáldar	Mujeres	0.02				
Población. Proporción	2021	Gáldar	Mujeres	1.11				
Población	2020	Gáldar	Mujeres	12205				
Población. Variación anual	2020	Gáldar	Mujeres	62				
Población. Tasa de variación anual	2020	Gáldar	Mujeres	0.51				
Población. Proporción	2020	Gáldar	Mujeres	1.11				
Población	2019	Gáldar	Mujeres	12143				
Población. Variación anual	2019	Gáldar	Mujeres	52				
Población. Tasa de variación anual	2019	Gáldar	Mujeres	0.43				
Población. Proporción	2019	Gáldar	Mujeres	1.12				
Población	2018	Gáldar	Mujeres	12091				
Población. Variación anual	2018	Gáldar	Mujeres	7				
Población. Tasa de variación anual	2018	Gáldar	Mujeres	0.06				
Población. Proporción	2018	Gáldar	Mujeres	1.13				
Población	2017	Gáldar	Mujeres	12084				
Población. Variación anual	2017	Gáldar	Mujeres	-19				
Población. Tasa de variación anual	2017	Gáldar	Mujeres	-0.16				
Población. Proporción	2017	Gáldar	Mujeres	1.14				
Población	2016	Gáldar	Mujeres	12103				
Población. Variación anual	2016	Gáldar	Mujeres	33				
Población. Tasa de variación anual	2016	Gáldar	Mujeres	0.27				
Población. Proporción	2016	Gáldar	Mujeres	1.14				
Población	2015	Gáldar	Mujeres	12070				
Población. Variación anual	2015	Gáldar	Mujeres	-3				
Población. Tasa de variación anual	2015	Gáldar	Mujeres	-0.02				
Población. Proporción	2015	Gáldar	Mujeres	1.14				
Población	2014	Gáldar	Mujeres	12073				
Población. Variación anual	2014	Gáldar	Mujeres	-5				
Población. Tasa de variación anual	2014	Gáldar	Mujeres	-0.04				
Población. Proporción	2014	Gáldar	Mujeres	1.14				
Población	2013	Gáldar	Mujeres	12078				
Población. Variación anual	2013	Gáldar	Mujeres	-23				
Población. Tasa de variación anual	2013	Gáldar	Mujeres	-0.19				
Población. Proporción	2013	Gáldar	Mujeres	1.14				
Población	2012	Gáldar	Mujeres	12101				
Población. Variación anual	2012	Gáldar	Mujeres	-7				
Población. Tasa de variación anual	2012	Gáldar	Mujeres	-0.06				
Población. Proporción	2012	Gáldar	Mujeres	1.14				
Población	2011	Gáldar	Mujeres	12108				
Población. Variación anual	2011	Gáldar	Mujeres	-46				
Población. Tasa de variación anual	2011	Gáldar	Mujeres	-0.38				
Población. Proporción	2011	Gáldar	Mujeres	1.14				
Población	2010	Gáldar	Mujeres	12154				
Población. Variación anual	2010	Gáldar	Mujeres	34				
Población. Tasa de variación anual	2010	Gáldar	Mujeres	0.28				
Población. Proporción	2010	Gáldar	Mujeres	1.15				
Población	2009	Gáldar	Mujeres	12120				
Población. Variación anual	2009	Gáldar	Mujeres	196				
Población. Tasa de variación anual	2009	Gáldar	Mujeres	1.64				
Población. Proporción	2009	Gáldar	Mujeres	1.15				
Población	2008	Gáldar	Mujeres	11924				
Población. Variación anual	2008	Gáldar	Mujeres	107				
Población. Tasa de variación anual	2008	Gáldar	Mujeres	0.91				
Población. Proporción	2008	Gáldar	Mujeres	1.15				
Población	2007	Gáldar	Mujeres	11817				
Población. Variación anual	2007	Gáldar	Mujeres	166				
Población. Tasa de variación anual	2007	Gáldar	Mujeres	1.42				
Población. Proporción	2007	Gáldar	Mujeres	1.17				
Población	2006	Gáldar	Mujeres	11651				
Población. Variación anual	2006	Gáldar	Mujeres	108				
Población. Tasa de variación anual	2006	Gáldar	Mujeres	0.94				
Población. Proporción	2006	Gáldar	Mujeres	1.17				
Población	2005	Gáldar	Mujeres	11543				
Población. Variación anual	2005	Gáldar	Mujeres	87				
Población. Tasa de variación anual	2005	Gáldar	Mujeres	0.76				
Población. Proporción	2005	Gáldar	Mujeres	1.18				
Población	2004	Gáldar	Mujeres	11456				
Población. Variación anual	2004	Gáldar	Mujeres	118				
Población. Tasa de variación anual	2004	Gáldar	Mujeres	1.04				
Población. Proporción	2004	Gáldar	Mujeres	1.2				
Población	2003	Gáldar	Mujeres	11338				
Población. Variación anual	2003	Gáldar	Mujeres	50				
Población. Tasa de variación anual	2003	Gáldar	Mujeres	0.44				
Población. Proporción	2003	Gáldar	Mujeres	1.2				
Población	2002	Gáldar	Mujeres	11288				
Población. Variación anual	2002	Gáldar	Mujeres	161				
Población. Tasa de variación anual	2002	Gáldar	Mujeres	1.45				
Población. Proporción	2002	Gáldar	Mujeres	1.23				
Población	2001	Gáldar	Mujeres	11127				
Población. Variación anual	2001	Gáldar	Mujeres	10				
Población. Tasa de variación anual	2001	Gáldar	Mujeres	0.09				
Población. Proporción	2001	Gáldar	Mujeres	1.25				
Población	2000	Gáldar	Mujeres	11117				
Población. Variación anual	2000	Gáldar	Mujeres	40				
Población. Tasa de variación anual	2000	Gáldar	Mujeres	0.36				
Población. Proporción	2000	Gáldar	Mujeres	1.29				
Población	1999	Gáldar	Mujeres	11077				
Población. Variación anual	1999	Gáldar	Mujeres	116				
Población. Tasa de variación anual	1999	Gáldar	Mujeres	1.06				
Población. Proporción	1999	Gáldar	Mujeres	1.32				
Población	1998	Gáldar	Mujeres	10961				
Población. Variación anual	1998	Gáldar	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Gáldar	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Gáldar	Mujeres	1.33				
Población	1996	Gáldar	Mujeres	10826				
Población. Variación anual	1996	Gáldar	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Gáldar	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Gáldar	Mujeres	1.34				
Población	2021	Ingenio	Total	31887				
Población. Variación anual	2021	Ingenio	Total	193				
Población. Tasa de variación anual	2021	Ingenio	Total	0.61				
Población. Proporción	2021	Ingenio	Total	1.47				
Población	2020	Ingenio	Total	31694				
Población. Variación anual	2020	Ingenio	Total	373				
Población. Tasa de variación anual	2020	Ingenio	Total	1.19				
Población. Proporción	2020	Ingenio	Total	1.46				
Población	2019	Ingenio	Total	31321				
Población. Variación anual	2019	Ingenio	Total	490				
Población. Tasa de variación anual	2019	Ingenio	Total	1.59				
Población. Proporción	2019	Ingenio	Total	1.45				
Población	2018	Ingenio	Total	30831				
Población. Variación anual	2018	Ingenio	Total	302				
Población. Tasa de variación anual	2018	Ingenio	Total	0.99				
Población. Proporción	2018	Ingenio	Total	1.45				
Población	2017	Ingenio	Total	30529				
Población. Variación anual	2017	Ingenio	Total	189				
Población. Tasa de variación anual	2017	Ingenio	Total	0.62				
Población. Proporción	2017	Ingenio	Total	1.45				
Población	2016	Ingenio	Total	30340				
Población. Variación anual	2016	Ingenio	Total	82				
Población. Tasa de variación anual	2016	Ingenio	Total	0.27				
Población. Proporción	2016	Ingenio	Total	1.44				
Población	2015	Ingenio	Total	30258				
Población. Variación anual	2015	Ingenio	Total	85				
